name,priority,descriptions,start,end,sprintId,status,tag,topics,assigneeId,reviewerId,subtasks,complexOfDescription,sprint,projectId,project_map,sprint_map,uniId,id
Xây dựng API quản lý sản phẩm (Backend),MAJOR,"<p>Phát triển các API RESTful để thêm, sửa, xóa, lấy thông tin sản phẩm handmade.</p>",2025-03-13,2025-03-17,sprint4_project3,TODO,PRACTICE,NestJs,21130219,21130601,Thiết kế endpoint - Xử lý logic sản phẩm,MEDIUM,4,project3,eb7eb335-236d-47f6-82b6-7ae51d847898,eb648995-761c-42b7-9a55-2e2a8d67acae,21130601,
Xây dựng trang chi tiết sản phẩm handmade,MAJOR,<p>Hiện thực trang hiển thị thông tin chi tiết của từng sản phẩm handmade.</p>,2025-03-16,2025-03-25,sprint5_project3,INPROCESS,PRACTICE,ReactJS-NestJs,21130612,21130219,Hiển thị hình ảnh - Thêm mô tả sản phẩm,MEDIUM,5,project3,eb7eb335-236d-47f6-82b6-7ae51d847898,f47550be-910c-44a4-b293-eab3ee6aca92,21130601,
Xây dựng trang danh sách sản phẩm (Frontend),MAJOR,<p>Thiết kế và hiện thực trang hiển thị danh sách các sản phẩm handmade với bộ lọc.</p>,2025-03-18,2025-03-27,sprint5_project3,TODO,PRACTICE,ReactJS,21130219,21130601,Thiết kế layout - Tích hợp API sản phẩm,MEDIUM,5,project3,eb7eb335-236d-47f6-82b6-7ae51d847898,f47550be-910c-44a4-b293-eab3ee6aca92,21130601,
Hiện thực chức năng tìm kiếm sản phẩm,MAJOR,"<p>Phát triển tính năng tìm kiếm sản phẩm theo tên, danh mục, từ khóa.</p>",2025-03-20,2025-03-29,sprint5_project3,TODO,PRACTICE,NestJs,21130601,21130612,Thiết kế thuật toán tìm kiếm - Tích hợp frontend,MEDIUM,5,project3,eb7eb335-236d-47f6-82b6-7ae51d847898,f47550be-910c-44a4-b293-eab3ee6aca92,21130601,
Hiện thực chức năng giỏ hàng và đặt hàng,MAJOR,<p>Cho phép người dùng thêm sản phẩm vào giỏ hàng và tiến hành đặt hàng.</p>,2025-03-30,2025-04-08,sprint6_project3,INPROCESS,PRACTICE,NestJs,21130219,21130601,Lưu trữ giỏ hàng trong session - Tạo đơn hàng,MEDIUM,6,project3,eb7eb335-236d-47f6-82b6-7ae51d847898,f8bdf08c-c32d-4863-86b2-44a36a756fac,21130601,
Xây dựng API cho giỏ hàng và đơn hàng (Backend),MAJOR,<p>Phát triển các API xử lý logic thêm/xóa/cập nhật sản phẩm trong giỏ hàng và tạo đơn hàng.</p>,2025-04-01,2025-04-10,sprint6_project3,TODO,PRACTICE,NestJs,21130601,21130612,Thiết kế endpoint - Xử lý logic giỏ hàng,MEDIUM,6,project3,eb7eb335-236d-47f6-82b6-7ae51d847898,f8bdf08c-c32d-4863-86b2-44a36a756fac,21130601,
Tích hợp cổng thanh toán online,CRITICAL,<p>Kết nối website với các dịch vụ thanh toán trực tuyến (ví dụ: VNPay).</p>,2025-04-03,2025-04-12,sprint6_project3,TODO,PRACTICE,NestJs,21130612,21130219,Nghiên cứu API thanh toán - Thực hiện tích hợp,HIGH,6,project3,eb7eb335-236d-47f6-82b6-7ae51d847898,f8bdf08c-c32d-4863-86b2-44a36a756fac,21130601,
Phát triển chức năng đánh giá và bình luận sản phẩm,MAJOR,<p>Cho phép người dùng gửi đánh giá và bình luận về sản phẩm.</p>,2025-04-13,2025-04-22,sprint7_project3,TODO,PRACTICE,ReactJS-NestJs,21130219,21130601,Thiết kế form - Lưu trữ dữ liệu,MEDIUM,7,project3,eb7eb335-236d-47f6-82b6-7ae51d847898,697b373f-2d73-48e9-90d4-ab516cc7d2aa,21130601,
Xây dựng chức năng quản lý danh mục sản phẩm,MAJOR,<p>Phát triển giao diện và API để quản lý các danh mục sản phẩm handmade.</p>,2025-04-15,2025-04-24,sprint7_project3,TODO,PRACTICE,ReactJS-NestJs,21130601,21130612,Thiết kế form - Xử lý CRUD danh mục,MEDIUM,7,project3,eb7eb335-236d-47f6-82b6-7ae51d847898,697b373f-2d73-48e9-90d4-ab516cc7d2aa,21130601,
Tối ưu hóa hiệu năng ứng dụng (Front-end),MINOR,"<p>Tăng tốc độ tải trang, giảm kích thước file CSS/JS, tối ưu hình ảnh.</p>",2025-04-17,2025-04-26,sprint7_project3,TODO,PRACTICE,JS-CSS,21130612,21130219,Nén asset - Lazy loading,LOW,7,project3,eb7eb335-236d-47f6-82b6-7ae51d847898,697b373f-2d73-48e9-90d4-ab516cc7d2aa,21130601,
Triển khai CI/CD cho dự án,MAJOR,<p>Thiết lập quy trình tích hợp liên tục và triển khai tự động cho cả backend và frontend.</p>,2025-04-27,2025-05-01,sprint8_project3,TODO,PRACTICE,Deployment,21130219,21130601,Cấu hình GitHub Actions - Viết script deploy,MEDIUM,8,project3,eb7eb335-236d-47f6-82b6-7ae51d847898,ca990a18-1ecf-4677-b4f5-ff3f9c679fe3,21130601,
Đóng gói ứng dụng với Docker cho Production,MAJOR,<p>Tạo Dockerfile và Docker Compose để đóng gói và quản lý các dịch vụ ứng dụng.</p>,2025-04-29,2025-05-03,sprint8_project3,TODO,PRACTICE,Docker,21130601,21130612,Tạo Dockerfile cho FE/BE - Cấu hình Docker Compose,MEDIUM,8,project3,eb7eb335-236d-47f6-82b6-7ae51d847898,ca990a18-1ecf-4677-b4f5-ff3f9c679fe3,21130601,
Kiểm thử và sửa lỗi website handmade,MAJOR,"<p>Kiểm tra các chức năng đã phát triển, sửa các lỗi phát sinh.</p>",2025-05-04,2025-05-08,sprint9_project3,TODO,PRACTICE,Deployment,21130601,21130612,Lập bảng lỗi - Test lại chức năng,MEDIUM,9,project3,eb7eb335-236d-47f6-82b6-7ae51d847898,4c814469-68fa-494a-9e93-90ccff9d6eaa,21130601,
Chuẩn bị tài liệu báo cáo dự án cuối kỳ,MAJOR,"<p>Tổng hợp tất cả các tài liệu dự án, bao gồm báo cáo kỹ thuật, hướng dẫn sử dụng.</p>",2025-05-05,2025-05-09,sprint9_project3,TODO,THEORY,Document,21130612,21130219,Viết báo cáo tổng kết - Chuẩn bị thuyết trình,MEDIUM,9,project3,eb7eb335-236d-47f6-82b6-7ae51d847898,4c814469-68fa-494a-9e93-90ccff9d6eaa,21130601,
Triển khai hệ thống lên máy chủ Production,CRITICAL,"<p>Đưa ứng dụng lên môi trường thực tế, cấu hình tên miền và SSL.</p>",2025-05-06,2025-05-10,sprint9_project3,TODO,PRACTICE,Deployment,21130219,21130601,Cấu hình Nginx - Kiểm tra hoạt động,HIGH,9,project3,eb7eb335-236d-47f6-82b6-7ae51d847898,4c814469-68fa-494a-9e93-90ccff9d6eaa,21130601,
Phân tích thị trường nông sản sạch,MAJOR,<p>Nghiên cứu nhu cầu về nông sản hữu cơ và mô hình kinh doanh online.</p>,2025-02-09,2025-02-13,sprint1_project4,DONE,THEORY,Document,21130363,21130175,Khảo sát thị hiếu - Phân tích đối thủ,MEDIUM,1,project4,e56aedc9-6a5d-4a11-b77a-8f5dcc208469,d1e3dfdf-dfac-4693-bb79-fa08d8aad9fc,21130363,
Xác định yêu cầu nghiệp vụ và tính năng,MAJOR,<p>Thu thập và phân tích các yêu cầu chức năng cho website nông sản.</p>,2025-02-10,2025-02-14,sprint1_project4,DONE,THEORY,Document,21130175,21130171,Họp với bên liên quan - Lập danh sách yêu cầu,MEDIUM,1,project4,e56aedc9-6a5d-4a11-b77a-8f5dcc208469,d1e3dfdf-dfac-4693-bb79-fa08d8aad9fc,21130363,
Thiết lập môi trường phát triển (Backend),MINOR,"<p>Cài đặt Java JDK, Maven/Gradle, IDE và cấu hình Spring Boot project.</p>",2025-02-11,2025-02-15,sprint1_project4,DONE,PRACTICE,Deployment,21130171,21130363,Cài đặt Java - Khởi tạo Spring project,LOW,1,project4,e56aedc9-6a5d-4a11-b77a-8f5dcc208469,d1e3dfdf-dfac-4693-bb79-fa08d8aad9fc,21130363,
Lựa chọn công nghệ và nền tảng cho web nông sản,MAJOR,"<p>Đề xuất các công nghệ phù hợp (ví dụ: PHP, Node.js) và nền tảng (ví dụ: Laravel, Express) để xây dựng website.</p>",2025-02-16,2025-02-20,sprint2_project4,INPROCESS,THEORY,Document,21130175,21130171,Nghiên cứu công nghệ - Đánh giá framework,MEDIUM,2,project4,e56aedc9-6a5d-4a11-b77a-8f5dcc208469,f87463f4-3d2c-49f1-9f20-a4510eb0728f,21130363,
Thiết kế kiến trúc hệ thống tổng thể,MAJOR,"<p>Xây dựng sơ đồ kiến trúc tổng quan cho ứng dụng nông sản (client-server, database).</p>",2025-02-17,2025-02-21,sprint2_project4,TODO,THEORY,Document,21130171,21130363,Xác định các layer - Lựa chọn công nghệ,MEDIUM,2,project4,e56aedc9-6a5d-4a11-b77a-8f5dcc208469,f87463f4-3d2c-49f1-9f20-a4510eb0728f,21130363,
Thiết lập môi trường phát triển (Frontend),MINOR,"<p>Cài đặt Node.js, npm/yarn, IDE và khởi tạo dự án ReactJS.</p>",2025-02-18,2025-02-22,sprint2_project4,TODO,PRACTICE,Deployment,21130363,21130175,Cài đặt Node - Khởi tạo React App,LOW,2,project4,e56aedc9-6a5d-4a11-b77a-8f5dcc208469,f87463f4-3d2c-49f1-9f20-a4510eb0728f,21130363,
Thiết kế ERD cho hệ thống nông sản,MAJOR,<p>Vẽ Entity-Relationship Diagram (ERD) để mô tả cấu trúc cơ sở dữ liệu.</p>,2025-02-23,2025-03-05,sprint3_project4,INPROCESS,PRACTICE,Document,21130171,21130363,Xác định thực thể - Thiết lập mối quan hệ,MEDIUM,3,project4,e56aedc9-6a5d-4a11-b77a-8f5dcc208469,99d36620-1576-4e19-99fb-c132541b860f,21130363,
Phát triển giao diện trang chủ và bố cục chung,MAJOR,"<p>Xây dựng cấu trúc HTML và CSS cho trang chủ, header, footer của website.</p>",2025-02-25,2025-03-07,sprint3_project4,TODO,PRACTICE,HTML-CSS,21130363,21130175,Thiết kế layout responsive - Viết CSS cơ bản,MEDIUM,3,project4,e56aedc9-6a5d-4a11-b77a-8f5dcc208469,99d36620-1576-4e19-99fb-c132541b860f,21130363,
Xây dựng module quản lý người dùng (Backend - API),MAJOR,"<p>Phát triển các API cho chức năng đăng ký, đăng nhập và quản lý thông tin tài khoản người dùng.</p>",2025-02-27,2025-03-09,sprint3_project4,TODO,PRACTICE,Java,21130175,21130171,Thiết kế endpoint - Xử lý mã hóa mật khẩu,MEDIUM,3,project4,e56aedc9-6a5d-4a11-b77a-8f5dcc208469,99d36620-1576-4e19-99fb-c132541b860f,21130363,
Phát triển chức năng quản lý người dùng (Admin),MAJOR,<p>Hiện thực giao diện và logic quản lý tài khoản người dùng cho quản trị viên.</p>,2025-03-09,2025-03-13,sprint4_project4,INPROCESS,PRACTICE,Java,21130363,21130175,Tạo bảng admin - Thiết kế trang quản lý,MEDIUM,4,project4,e56aedc9-6a5d-4a11-b77a-8f5dcc208469,eb648995-761c-42b7-9a55-2e2a8d67acae,21130363,
Xây dựng giao diện đăng nhập/đăng ký (Frontend),MAJOR,"<p>Thiết kế và code các form đăng nhập, đăng ký sử dụng ReactJS và kết nối API.</p>",2025-03-11,2025-03-15,sprint4_project4,TODO,PRACTICE,ReactJS,21130175,21130171,Thiết kế form - Xử lý validation,MEDIUM,4,project4,e56aedc9-6a5d-4a11-b77a-8f5dcc208469,eb648995-761c-42b7-9a55-2e2a8d67acae,21130363,
Phát triển API quản lý sản phẩm (Backend),MAJOR,"<p>Xây dựng các API RESTful để thêm, sửa, xóa, lấy thông tin sản phẩm nông sản.</p>",2025-03-13,2025-03-17,sprint4_project4,TODO,PRACTICE,Java,21130171,21130363,Thiết kế endpoint - Tích hợp database,MEDIUM,4,project4,e56aedc9-6a5d-4a11-b77a-8f5dcc208469,eb648995-761c-42b7-9a55-2e2a8d67acae,21130363,
Xây dựng trang hiển thị sản phẩm nông sản,MAJOR,"<p>Thiết kế và hiện thực trang danh sách nông sản, có thể lọc theo loại, nguồn gốc.</p>",2025-03-16,2025-03-25,sprint5_project4,INPROCESS,PRACTICE,ReactJS-Java,21130175,21130171,Thiết kế UI - Tích hợp API sản phẩm,MEDIUM,5,project4,e56aedc9-6a5d-4a11-b77a-8f5dcc208469,f47550be-910c-44a4-b293-eab3ee6aca92,21130363,
Xây dựng trang chi tiết sản phẩm nông sản,MAJOR,<p>Phát triển trang hiển thị thông tin chi tiết của từng sản phẩm nông sản.</p>,2025-03-18,2025-03-27,sprint5_project4,TODO,PRACTICE,ReactJS,21130171,21130363,Thiết kế layout - Hiển thị thông tin chi tiết,MEDIUM,5,project4,e56aedc9-6a5d-4a11-b77a-8f5dcc208469,f47550be-910c-44a4-b293-eab3ee6aca92,21130363,
Hiện thực chức năng tìm kiếm sản phẩm,MAJOR,"<p>Phát triển tính năng tìm kiếm nông sản theo từ khóa, danh mục.</p>",2025-03-20,2025-03-29,sprint5_project4,TODO,PRACTICE,Java,21130363,21130175,Thiết kế thuật toán tìm kiếm - Tối ưu truy vấn,MEDIUM,5,project4,e56aedc9-6a5d-4a11-b77a-8f5dcc208469,f47550be-910c-44a4-b293-eab3ee6aca92,21130363,
Hiện thực giỏ hàng và quy trình đặt hàng,MAJOR,<p>Xây dựng chức năng giỏ hàng và quy trình tạo đơn hàng cho nông sản.</p>,2025-03-30,2025-04-08,sprint6_project4,INPROCESS,PRACTICE,Java,21130171,21130363,Quản lý session giỏ hàng - Xử lý đơn hàng,MEDIUM,6,project4,e56aedc9-6a5d-4a11-b77a-8f5dcc208469,f8bdf08c-c32d-4863-86b2-44a36a756fac,21130363,
Xây dựng API cho giỏ hàng và đơn hàng,MAJOR,"<p>Phát triển các API backend để thêm/xóa sản phẩm vào giỏ, tạo và quản lý đơn hàng.</p>",2025-04-01,2025-04-10,sprint6_project4,TODO,PRACTICE,Java,21130363,21130175,Thiết kế endpoint - Xử lý logic nghiệp vụ,MEDIUM,6,project4,e56aedc9-6a5d-4a11-b77a-8f5dcc208469,f8bdf08c-c32d-4863-86b2-44a36a756fac,21130363,
Tích hợp thanh toán online cho đơn hàng,CRITICAL,"<p>Tích hợp cổng thanh toán trực tuyến (ví dụ: VNPay, ZaloPay) cho các đơn hàng.</p>",2025-04-03,2025-04-12,sprint6_project4,TODO,PRACTICE,Java,21130175,21130171,Nghiên cứu API thanh toán - Test giao dịch,HIGH,6,project4,e56aedc9-6a5d-4a11-b77a-8f5dcc208469,f8bdf08c-c32d-4863-86b2-44a36a756fac,21130363,
Phát triển chức năng đánh giá và bình luận sản phẩm,MAJOR,<p>Cho phép người dùng đánh giá và bình luận về nông sản.</p>,2025-04-13,2025-04-22,sprint7_project4,TODO,PRACTICE,ReactJS-Java,21130171,21130363,Thiết kế form - Lưu trữ dữ liệu,MEDIUM,7,project4,e56aedc9-6a5d-4a11-b77a-8f5dcc208469,697b373f-2d73-48e9-90d4-ab516cc7d2aa,21130363,
Xây dựng module quản lý kho nông sản,MAJOR,<p>Phát triển giao diện và API để quản lý số lượng tồn kho của từng loại nông sản.</p>,2025-04-15,2025-04-24,sprint7_project4,TODO,PRACTICE,Java,21130363,21130175,Thiết kế CSDL - Phát triển form quản lý,MEDIUM,7,project4,e56aedc9-6a5d-4a11-b77a-8f5dcc208469,697b373f-2d73-48e9-90d4-ab516cc7d2aa,21130363,
Tối ưu hóa hiệu năng ứng dụng (Backend),MINOR,"<p>Tối ưu hóa các truy vấn database, caching để cải thiện tốc độ xử lý của server.</p>",2025-04-17,2025-04-26,sprint7_project4,TODO,PRACTICE,Java,21130175,21130171,Phân tích hiệu suất - Áp dụng caching,LOW,7,project4,e56aedc9-6a5d-4a11-b77a-8f5dcc208469,697b373f-2d73-48e9-90d4-ab516cc7d2aa,21130363,
Triển khai môi trường Dev/Staging với Docker,MAJOR,"<p>Đóng gói ứng dụng Spring Boot và ReactJS vào Docker containers, triển khai trên môi trường thử nghiệm.</p>",2025-04-27,2025-05-01,sprint8_project4,TODO,PRACTICE,Docker-Deployment,21130171,21130363,Viết Dockerfile - Cấu hình Docker Compose,MEDIUM,8,project4,e56aedc9-6a5d-4a11-b77a-8f5dcc208469,ca990a18-1ecf-4677-b4f5-ff3f9c679fe3,21130363,
Cấu hình CI/CD cho dự án,MAJOR,<p>Thiết lập quy trình tích hợp liên tục và triển khai liên tục cho mã nguồn.</p>,2025-04-29,2025-05-03,sprint8_project4,TODO,PRACTICE,Deployment,21130363,21130175,Cấu hình Jenkins/GitHub Actions - Tạo script deploy,MEDIUM,8,project4,e56aedc9-6a5d-4a11-b77a-8f5dcc208469,ca990a18-1ecf-4677-b4f5-ff3f9c679fe3,21130363,
Chuẩn bị tài liệu báo cáo và thuyết trình,MAJOR,"<p>Tổng hợp tài liệu dự án, bao gồm báo cáo kỹ thuật và slide thuyết trình.</p>",2025-05-05,2025-05-09,sprint9_project4,TODO,THEORY,Document,21130363,21130175,Viết báo cáo - Thiết kế slide,MEDIUM,9,project4,e56aedc9-6a5d-4a11-b77a-8f5dcc208469,4c814469-68fa-494a-9e93-90ccff9d6eaa,21130363,
Kiểm thử toàn diện hệ thống,CRITICAL,"<p>Thực hiện kiểm thử chức năng, hiệu năng, bảo mật cho toàn bộ website nông sản.</p>",2025-05-06,2025-05-10,sprint9_project4,TODO,PRACTICE,Deployment,21130175,21130171,Lập test plan - Thực hiện test case,HIGH,9,project4,e56aedc9-6a5d-4a11-b77a-8f5dcc208469,4c814469-68fa-494a-9e93-90ccff9d6eaa,21130363,
Triển khai ứng dụng lên Production Server,CRITICAL,"<p>Đưa ứng dụng lên môi trường sản phẩm thực tế, cấu hình web server và database.</p>",2025-05-07,2025-05-11,sprint9_project4,TODO,PRACTICE,Deployment,21130171,21130363,Cấu hình server - Kiểm tra cuối cùng,HIGH,9,project4,e56aedc9-6a5d-4a11-b77a-8f5dcc208469,4c814469-68fa-494a-9e93-90ccff9d6eaa,21130363,
Nghiên cứu thị trường gia dụng thông minh,MAJOR,<p>Khảo sát các sản phẩm gia dụng thông minh phổ biến và nhu cầu khách hàng.</p>,2025-02-09,2025-02-13,sprint1_project5,DONE,THEORY,Document,22130001,20130196,Phân tích xu hướng - Đánh giá đối thủ,MEDIUM,1,project5,e46bbc03-cb53-498a-8c7a-5708eaaed884,d1e3dfdf-dfac-4693-bb79-fa08d8aad9fc,22130001,
Xác định mục tiêu và phạm vi dự án,MAJOR,<p>Định nghĩa rõ ràng các tính năng cốt lõi và mục tiêu kinh doanh cho website.</p>,2025-02-10,2025-02-14,sprint1_project5,DONE,THEORY,Document,20130196,21130004,Xác định KPIs - Lên kế hoạch dự án,MEDIUM,1,project5,e46bbc03-cb53-498a-8c7a-5708eaaed884,d1e3dfdf-dfac-4693-bb79-fa08d8aad9fc,22130001,
Thiết lập môi trường phát triển (Backend),MINOR,"<p>Cài đặt Node.js, Nest CLI, IDE và khởi tạo dự án NestJs.</p>",2025-02-11,2025-02-15,sprint1_project5,DONE,PRACTICE,Deployment,21130004,22130001,Cài đặt Node - Khởi tạo Nest App,LOW,1,project5,e46bbc03-cb53-498a-8c7a-5708eaaed884,d1e3dfdf-dfac-4693-bb79-fa08d8aad9fc,22130001,
Xác định yêu cầu kỹ thuật và công nghệ,MAJOR,<p>Liệt kê các yêu cầu kỹ thuật và lựa chọn công nghệ cho website gia dụng thông minh.</p>,2025-02-16,2025-02-20,sprint2_project5,INPROCESS,THEORY,Document,20130196,21130004,Xác định tính năng - Đề xuất kiến trúc,MEDIUM,2,project5,e46bbc03-cb53-498a-8c7a-5708eaaed884,f87463f4-3d2c-49f1-9f20-a4510eb0728f,22130001,
Thiết kế cơ sở dữ liệu (ERD) cho web gia dụng,MAJOR,"<p>Xây dựng ERD và các schema database cho sản phẩm, người dùng, đơn hàng.</p>",2025-02-17,2025-02-21,sprint2_project5,TODO,PRACTICE,Document,21130004,22130001,Vẽ ERD - Xác định mối quan hệ,MEDIUM,2,project5,e46bbc03-cb53-498a-8c7a-5708eaaed884,f87463f4-3d2c-49f1-9f20-a4510eb0728f,22130001,
Thiết lập môi trường phát triển (Frontend),MINOR,"<p>Cài đặt React CLI, IDE và khởi tạo dự án ReactJS.</p>",2025-02-18,2025-02-22,sprint2_project5,TODO,PRACTICE,Deployment,22130001,20130196,Cài đặt React - Khởi tạo React App,LOW,2,project5,e46bbc03-cb53-498a-8c7a-5708eaaed884,f87463f4-3d2c-49f1-9f20-a4510eb0728f,22130001,
Thiết kế giao diện người dùng (UI/UX) cho web gia dụng,MAJOR,<p>Tạo bản vẽ giao diện người dùng và trải nghiệm người dùng cho website.</p>,2025-02-23,2025-03-05,sprint3_project5,INPROCESS,PRACTICE,HTML-CSS,21130004,22130001,Thiết kế wireframe - Tạo mockup,MEDIUM,3,project5,e46bbc03-cb53-498a-8c7a-5708eaaed884,99d36620-1576-4e19-99fb-c132541b860f,22130001,
Phát triển giao diện trang chủ và bố cục chung,MAJOR,"<p>Code HTML và CSS cho trang chủ, header, footer của website.</p>",2025-02-25,2025-03-07,sprint3_project5,TODO,PRACTICE,HTML-CSS,22130001,20130196,Thiết kế layout responsive - Viết CSS cơ bản,MEDIUM,3,project5,e46bbc03-cb53-498a-8c7a-5708eaaed884,99d36620-1576-4e19-99fb-c132541b860f,22130001,
Xây dựng module xác thực người dùng (Backend),MAJOR,"<p>Phát triển các API cho đăng ký, đăng nhập và quản lý session/token.</p>",2025-02-27,2025-03-09,sprint3_project5,TODO,PRACTICE,NestJs,20130196,21130004,Thiết kế endpoint - Xử lý mã hóa mật khẩu,MEDIUM,3,project5,e46bbc03-cb53-498a-8c7a-5708eaaed884,99d36620-1576-4e19-99fb-c132541b860f,22130001,
Phát triển chức năng đăng nhập/đăng ký,MAJOR,"<p>Hiện thực module đăng nhập, đăng ký và quản lý thông tin cá nhân.</p>",2025-03-09,2025-03-13,sprint4_project5,INPROCESS,PRACTICE,NestJs,22130001,20130196,Xây dựng form - Xử lý validation,MEDIUM,4,project5,e46bbc03-cb53-498a-8c7a-5708eaaed884,eb648995-761c-42b7-9a55-2e2a8d67acae,22130001,
Xây dựng giao diện quản lý người dùng (ReactJS),MAJOR,<p>Thiết kế và hiện thực trang quản lý người dùng cho admin (CRUD).</p>,2025-03-11,2025-03-15,sprint4_project5,TODO,PRACTICE,ReactJS,20130196,21130004,Thiết kế bảng - Tích hợp API User,MEDIUM,4,project5,e46bbc03-cb53-498a-8c7a-5708eaaed884,eb648995-761c-42b7-9a55-2e2a8d67acae,22130001,
Phát triển API quản lý sản phẩm (Backend),MAJOR,"<p>Xây dựng các API RESTful để thêm, sửa, xóa, lấy thông tin sản phẩm gia dụng.</p>",2025-03-13,2025-03-17,sprint4_project5,TODO,PRACTICE,NestJs,21130004,22130001,Thiết kế endpoint - Tích hợp database,MEDIUM,4,project5,e46bbc03-cb53-498a-8c7a-5708eaaed884,eb648995-761c-42b7-9a55-2e2a8d67acae,22130001,
Xây dựng trang danh sách sản phẩm gia dụng,MAJOR,"<p>Hiển thị danh sách sản phẩm, có chức năng lọc theo thương hiệu, giá, tính năng.</p>",2025-03-16,2025-03-25,sprint5_project5,INPROCESS,PRACTICE,ReactJS-NestJs,20130196,21130004,Thiết kế bộ lọc - Tích hợp dữ liệu sản phẩm,MEDIUM,5,project5,e46bbc03-cb53-498a-8c7a-5708eaaed884,f47550be-910c-44a4-b293-eab3ee6aca92,22130001,
Xây dựng trang chi tiết sản phẩm gia dụng,MAJOR,"<p>Hiện thực trang chi tiết sản phẩm bao gồm hình ảnh, mô tả, thông số kỹ thuật.</p>",2025-03-18,2025-03-27,sprint5_project5,TODO,PRACTICE,ReactJS,21130004,22130001,Thiết kế layout - Hiển thị thông tin chi tiết,MEDIUM,5,project5,e46bbc03-cb53-498a-8c7a-5708eaaed884,f47550be-910c-44a4-b293-eab3ee6aca92,22130001,
Hiện thực chức năng tìm kiếm sản phẩm,MAJOR,"<p>Phát triển tính năng tìm kiếm sản phẩm theo từ khóa, danh mục, thương hiệu.</p>",2025-03-20,2025-03-29,sprint5_project5,TODO,PRACTICE,NestJs,22130001,20130196,Thiết kế thuật toán tìm kiếm - Tối ưu truy vấn,MEDIUM,5,project5,e46bbc03-cb53-498a-8c7a-5708eaaed884,f47550be-910c-44a4-b293-eab3ee6aca92,22130001,
Hiện thực chức năng giỏ hàng và tạo đơn hàng,MAJOR,"<p>Phát triển chức năng thêm vào giỏ hàng, cập nhật giỏ hàng và tạo đơn hàng.</p>",2025-03-30,2025-04-08,sprint6_project5,INPROCESS,PRACTICE,NestJs,21130004,22130001,Lưu trữ giỏ hàng - Xử lý địa chỉ nhận hàng,MEDIUM,6,project5,e46bbc03-cb53-498a-8c7a-5708eaaed884,f8bdf08c-c32d-4863-86b2-44a36a756fac,22130001,
Tích hợp cổng thanh toán online,CRITICAL,"<p>Kết nối website với các cổng thanh toán phổ biến như VNPay, MoMo.</p>",2025-04-03,2025-04-12,sprint6_project5,TODO,PRACTICE,NestJs,22130001,20130196,Nghiên cứu API - Test tích hợp,HIGH,6,project5,e46bbc03-cb53-498a-8c7a-5708eaaed884,f8bdf08c-c32d-4863-86b2-44a36a756fac,22130001,
Xây dựng API cho giỏ hàng và đơn hàng,MAJOR,<p>Phát triển các API backend để xử lý logic giỏ hàng và quản lý đơn hàng.</p>,2025-04-05,2025-04-14,sprint6_project5,TODO,PRACTICE,NestJs,20130196,21130004,Thiết kế endpoint - Xử lý logic nghiệp vụ,MEDIUM,6,project5,e46bbc03-cb53-498a-8c7a-5708eaaed884,f8bdf08c-c32d-4863-86b2-44a36a756fac,22130001,
Phát triển chức năng đánh giá và bình luận sản phẩm,MAJOR,<p>Cho phép người dùng để lại đánh giá và bình luận cho từng sản phẩm.</p>,2025-04-13,2025-04-22,sprint7_project5,TODO,PRACTICE,ReactJS-NestJs,21130004,22130001,Thiết kế form - Lưu trữ dữ liệu,MEDIUM,7,project5,e46bbc03-cb53-498a-8c7a-5708eaaed884,697b373f-2d73-48e9-90d4-ab516cc7d2aa,22130001,
Xây dựng chức năng quản lý khuyến mãi/mã giảm giá,MAJOR,<p>Phát triển giao diện và API để quản lý các chương trình khuyến mãi.</p>,2025-04-15,2025-04-24,sprint7_project5,TODO,PRACTICE,NestJs,22130001,20130196,Thiết kế CSDL khuyến mãi - Phát triển form quản lý,MEDIUM,7,project5,e46bbc03-cb53-498a-8c7a-5708eaaed884,697b373f-2d73-48e9-90d4-ab516cc7d2aa,22130001,
Tối ưu hóa hiệu năng ứng dụng (Front-end),MINOR,"<p>Tăng tốc độ tải trang, giảm kích thước tài nguyên, tối ưu SEO cơ bản.</p>",2025-04-17,2025-04-26,sprint7_project5,TODO,PRACTICE,JS-CSS,20130196,21130004,Nén file - Tối ưu hình ảnh,LOW,7,project5,e46bbc03-cb53-498a-8c7a-5708eaaed884,697b373f-2d73-48e9-90d4-ab516cc7d2aa,22130001,
Triển khai môi trường Dev/Staging với Docker,MAJOR,"<p>Đóng gói ứng dụng vào Docker containers, cấu hình Docker Compose cho môi trường phát triển/thử nghiệm.</p>",2025-04-27,2025-05-01,sprint8_project5,TODO,PRACTICE,Docker-Deployment,21130004,22130001,Viết Dockerfile - Cấu hình Docker Compose,MEDIUM,8,project5,e46bbc03-cb53-498a-8c7a-5708eaaed884,ca990a18-1ecf-4677-b4f5-ff3f9c679fe3,22130001,
Cấu hình CI/CD cho dự án,MAJOR,<p>Thiết lập quy trình tích hợp liên tục và triển khai tự động cho dự án.</p>,2025-04-29,2025-05-03,sprint8_project5,TODO,PRACTICE,Deployment,22130001,20130196,Cấu hình GitHub Actions - Viết script deploy,MEDIUM,8,project5,e46bbc03-cb53-498a-8c7a-5708eaaed884,ca990a18-1ecf-4677-b4f5-ff3f9c679fe3,22130001,
