name	priority	descriptions	start	end	sprintId	status	tag	topics	topics_mapper	assigneeId	reviewerId	subtasks	complexOfDescription	sprint	projectId	uniId	Unnamed: 17	Tag gốc	Tag ánh xạ	id
Lập kế hoạch dự án ban đầu và phân công	MAJOR	Xác định phạm vi, mục tiêu và các mốc thời gian chính cho dự án, phân công nhiệm vụ cụ thể.	2025-03-15	2025-03-20	bbfddaeb-dea5-4178-b067-e0fa8812c338	DONE	THEORY	(Không có topic kỹ thuật trực tiếp)	(Không có topic kỹ thuật trực tiếp)	21130219.0	21130601.0	Xác định scope - Đặt mục tiêu - Phân công	MEDIUM	1.0	a8eb1192-3e81-42e8-9f69-8483736af936	21130601				
Xây dựng ERD cho thông số kỹ thuật sản phẩm	CRITICAL	Thiết kế bảng để lưu trữ các thông số kỹ thuật đa dạng của từng loại sản phẩm điện tử (CPU, RAM, màn hình).	2025-03-24	2025-03-30	d74cdee3-a4fc-44b4-bd90-1e53bec5cad1	DONE	PRACTICE	JDBC, JDBI	JDBC, JDBI	21130601.0	21130612.0	Xác định attributes - Quan hệ bảng - Thiết kế khóa	HIGH	2.0	a8eb1192-3e81-42e8-9f69-8483736af936	21130601				
Thiết kế ERD cho bảo hành và hỗ trợ khách hàng	CRITICAL	Phát triển mô hình CSDL cho quản lý bảo hành sản phẩm, yêu cầu hỗ trợ khách hàng và lịch sử sửa chữa.	2025-03-26	2025-04-02	d74cdee3-a4fc-44b4-bd90-1e53bec5cad1	DONE	PRACTICE	JDBC, JDBI	JDBC, JDBI	21130612.0	21130219.0	Xác định entities - Quan hệ bảng - Chuẩn hóa	HIGH	2.0	a8eb1192-3e81-42e8-9f69-8483736af936	21130601				
Chuẩn hóa CSDL và tối ưu hóa truy vấn	MAJOR	Áp dụng các dạng chuẩn và tối ưu hóa truy vấn cho các bảng liên quan đến sản phẩm và thông số.	2025-03-29	2025-04-05	d74cdee3-a4fc-44b4-bd90-1e53bec5cad1	DONE	THEORY	JDBC, JDBI	JDBC, JDBI	21130219.0	21130601.0	Kiểm tra chuẩn 1NF - Kiểm tra chuẩn 2NF - Đánh giá hiệu suất	MEDIUM	2.0	a8eb1192-3e81-42e8-9f69-8483736af936	21130601				
Thiết kế giao diện bộ lọc sản phẩm theo thông số	MAJOR	Tạo giao diện người dùng cho tính năng lọc sản phẩm theo nhiều thông số kỹ thuật (hãng, giá, dung lượng).	2025-04-07	2025-04-12	c4389934-e970-4cab-9330-2d517122d28d	DONE	PRACTICE	HTML, CSS, JS	HTML, CSS, JS	21130601.0	21130612.0	Wireframe - Mockup - Interaction design	MEDIUM	3.0	a8eb1192-3e81-42e8-9f69-8483736af936	21130601				
Thiết kế giao diện so sánh sản phẩm	MAJOR	Phác thảo giao diện cho phép người dùng chọn và so sánh các sản phẩm cùng loại dựa trên bảng thông số.	2025-04-09	2025-04-15	c4389934-e970-4cab-9330-2d517122d28d	DONE	PRACTICE	HTML, CSS, JS	HTML, CSS, JS	21130612.0	21130219.0	Layout - Data table - Highlight differences	MEDIUM	3.0	a8eb1192-3e81-42e8-9f69-8483736af936	21130601				
Thiết kế giao diện trang hỗ trợ khách hàng	MAJOR	Xây dựng template cho trang FAQ, liên hệ hỗ trợ, và theo dõi yêu cầu bảo hành.	2025-04-12	2025-04-19	c4389934-e970-4cab-9330-2d517122d28d	DONE	PRACTICE	HTML, CSS, JS	HTML, CSS, JS	21130219.0	21130601.0	FAQ section - Contact form - Ticket tracking	MEDIUM	3.0	a8eb1192-3e81-42e8-9f69-8483736af936	21130601				
Chuẩn bị tài liệu báo cáo giữa kì	MAJOR	Tổng hợp kết quả làm việc từ sprint 1-3, viết tài liệu báo cáo đầy đủ theo yêu cầu.	2025-04-20	2025-04-24	9000c302-d92f-436d-a59e-c1de271cbe87	DONE	THEORY	(Không có topic kỹ thuật trực tiếp)	(Không có topic kỹ thuật trực tiếp)	21130601.0	21130612.0	Tổng hợp - Viết báo cáo - Chỉnh sửa	MEDIUM	4.0	a8eb1192-3e81-42e8-9f69-8483736af936	21130601				
Chuẩn bị demo các chức năng chính	MAJOR	Chuẩn bị các bản demo về bộ lọc, so sánh sản phẩm và trang hỗ trợ cho báo cáo giữa kì.	2025-04-22	2025-04-26	9000c302-d92f-436d-a59e-c1de271cbe87	DONE	PRACTICE	HTML, CSS, JS	HTML, CSS, JS	21130612.0	21130219.0	Setup môi trường - Test demo - Chuẩn bị kịch bản	MEDIUM	4.0	a8eb1192-3e81-42e8-9f69-8483736af936	21130601				
Hiện thực module đăng ký/đăng nhập	CRITICAL	Xây dựng chức năng đăng ký, đăng nhập người dùng, bao gồm mã hóa mật khẩu và kiểm tra thông tin.	2025-04-27	2025-05-01	02d28358-9e5a-4b65-9f56-bac4a0bffc34	INPROCESS	PRACTICE	Java, JSP, JS	Java, JSP, JS	21130219.0	21130601.0	Form đăng ký - Logic đăng nhập - Mã hóa bcrypt	HIGH	5.0	a8eb1192-3e81-42e8-9f69-8483736af936	21130601				
Ứng dụng Session cho người dùng	MAJOR	Sử dụng session để lưu trữ trạng thái đăng nhập, thông tin người dùng và giỏ hàng.	2025-04-28	2025-05-03	02d28358-9e5a-4b65-9f56-bac4a0bffc34	INPROCESS	PRACTICE	Java, JSP	Java, JSP	21130601.0	21130612.0	Khởi tạo session - Lưu dữ liệu - Hủy session	MEDIUM	5.0	a8eb1192-3e81-42e8-9f69-8483736af936	21130601				
Xây dựng phân quyền cơ bản	MAJOR	Thiết lập các vai trò (admin, người dùng, kỹ thuật viên) và chặn truy cập vào các trang không có quyền.	2025-04-30	2025-05-03	02d28358-9e5a-4b65-9f56-bac4a0bffc34	TODO	PRACTICE	Java, JSP	Java, JSP	21130612.0	21130219.0	Tạo middleware - Kiểm tra quyền - Chuyển hướng	MEDIUM	5.0	a8eb1192-3e81-42e8-9f69-8483736af936	21130601				
Hiện thực chức năng tìm kiếm & lọc sản phẩm	MAJOR	Phát triển chức năng tìm kiếm sản phẩm theo tên, danh mục, hãng và lọc theo thông số kỹ thuật.	2025-05-04	2025-05-07	5b1751c1-f7f6-42f3-b556-2db391f9527a	INPROCESS	PRACTICE	Java, JSP, JDBC, JDBI, JS	Java, JSP, JDBC, JDBI, JS	21130601.0	21130612.0	Query DB - Xây dựng bộ lọc - Hiển thị kết quả	MEDIUM	6.0	a8eb1192-3e81-42e8-9f69-8483736af936	21130601				
Xây dựng trang sản phẩm bán chạy	MAJOR	Hiện thực logic hiển thị các sản phẩm điện tử bán chạy hoặc sản phẩm mới nhất.	2025-05-06	2025-05-09	5b1751c1-f7f6-42f3-b556-2db391f9527a	TODO	PRACTICE	Java, JSP, JDBC, JDBI, HTML, CSS, JS	Java, JSP, JDBC, JDBI, HTML, CSS, JS	21130612.0	21130219.0	Logic truy vấn - Thiết kế UI - Tối ưu hiệu suất	MEDIUM	6.0	a8eb1192-3e81-42e8-9f69-8483736af936	21130601				
Hiện thực giao diện Admin quản lý sản phẩm & thông số	CRITICAL	Xây dựng trang admin để thêm, sửa, xóa sản phẩm, quản lý thông số kỹ thuật và thuộc tính.	2025-05-08	2025-05-10	5b1751c1-f7f6-42f3-b556-2db391f9527a	TODO	PRACTICE	Java, JSP, JDBC, JDBI, HTML, CSS, JS	Java, JSP, JDBC, JDBI, HTML, CSS, JS	21130219.0	21130601.0	Form thêm/sửa - Logic xử lý - Upload ảnh	HIGH	6.0	a8eb1192-3e81-42e8-9f69-8483736af936	21130601				
Lưu giỏ hàng trong session và đồng bộ	MAJOR	Hiện thực tính năng thêm sản phẩm vào giỏ hàng và lưu trữ thông tin trong session, đồng bộ khi người dùng đăng nhập.	2025-05-11	2025-05-14	8bace90b-9f85-46b3-9411-8e098ba21c6e	INPROCESS	PRACTICE	Java, JSP, JDBC, JDBI	Java, JSP, JDBC, JDBI	21130601.0	21130612.0	Thêm vào giỏ - Cập nhật số lượng - Xóa khỏi giỏ	MEDIUM	7.0	a8eb1192-3e81-42e8-9f69-8483736af936	21130601				
Phân biệt sản phẩm theo phiên bản/cấu hình	MAJOR	Xử lý logic khi thêm sản phẩm có cấu hình khác nhau (màu, dung lượng, RAM) vào giỏ hàng.	2025-05-13	2025-05-17	8bace90b-9f85-46b3-9411-8e098ba21c6e	TODO	PRACTICE	Java, JSP	Java, JSP	21130612.0	21130219.0	Logic so sánh - Hiển thị chi tiết cấu hình - Tổng tiền	MEDIUM	7.0	a8eb1192-3e81-42e8-9f69-8483736af936	21130601				
Hiện thực cách tính tiền cho sản phẩm điện tử	CRITICAL	Xây dựng logic tính toán tổng tiền cho các đơn hàng, bao gồm giá gốc, khuyến mãi, thuế VAT, phí vận chuyển.	2025-05-18	2025-05-21	55737e22-cac3-411e-96a1-b5b1a1488b61	INPROCESS	PRACTICE	Java	Java	21130219.0	21130601.0	Cộng sản phẩm - Áp dụng giảm giá - Tính phí ship	HIGH	8.0	a8eb1192-3e81-42e8-9f69-8483736af936	21130601				
Hiển thị lịch sử đơn hàng & bảo hành cho người dùng	MAJOR	Phát triển trang để người dùng có thể xem lại các đơn hàng đã đặt, trạng thái và yêu cầu bảo hành.	2025-05-20	2025-05-24	55737e22-cac3-411e-96a1-b5b1a1488b61	TODO	PRACTICE	Java, JSP, JDBC, JDBI, HTML, CSS, JS	Java, JSP, JDBC, JDBI, HTML, CSS, JS	21130601.0	21130612.0	Truy vấn đơn hàng - Hiển thị bảng - Chi tiết đơn	MEDIUM	8.0	a8eb1192-3e81-42e8-9f69-8483736af936	21130601				
Quản lý & cập nhật trạng thái đơn hàng (Admin)	CRITICAL	Xây dựng giao diện admin để quản lý, cập nhật trạng thái đơn hàng (đã xác nhận, đang vận chuyển, đã giao) và yêu cầu bảo hành.	2025-05-22	2025-05-24	55737e22-cac3-411e-96a1-b5b1a1488b61	TODO	PRACTICE	Java, JSP, JDBC, JDBI, HTML, CSS, JS	Java, JSP, JDBC, JDBI, HTML, CSS, JS	21130612.0	21130219.0	Bảng đơn hàng - Chức năng update - Lịch sử thay đổi	HIGH	8.0	a8eb1192-3e81-42e8-9f69-8483736af936	21130601				
Tích hợp chức năng so sánh sản phẩm	CRITICAL	Hiện thực logic và giao diện cho phép người dùng chọn và so sánh chi tiết các sản phẩm điện tử.	2025-05-25	2025-05-28	00f6f2eb-2153-40a6-b2f3-8f4837ba3a3c	INPROCESS	PRACTICE	Java, JSP, JDBC, JDBI, HTML, CSS, JS	Java, JSP, JDBC, JDBI, HTML, CSS, JS	21130219.0	21130601.0	Logic so sánh - Hiển thị bảng so sánh - Highlight khác biệt	HIGH	9.0	a8eb1192-3e81-42e8-9f69-8483736af936	21130601				
Xây dựng hệ thống hỗ trợ khách hàng trực tuyến	MAJOR	Triển khai module FAQ động, chat bot cơ bản hoặc hệ thống gửi yêu cầu hỗ trợ.	2025-05-27	2025-05-31	00f6f2eb-2153-40a6-b2f3-8f4837ba3a3c	TODO	PRACTICE	Java, JSP, HTML, CSS, JS	Java, JSP, HTML, CSS, JS	21130601.0	21130612.0	FAQ management - Contact form - Chat integration	MEDIUM	9.0	a8eb1192-3e81-42e8-9f69-8483736af936	21130601				
Chuẩn bị tài liệu hướng dẫn sử dụng & quản trị	MAJOR	Viết tài liệu chi tiết hướng dẫn người dùng cuối và quản trị viên sử dụng website đồ điện tử.	2025-06-01	2025-06-04	14d6b9c2-92f2-4ebb-8ef6-fa89a0233449	INPROCESS	THEORY	(Không có topic kỹ thuật trực tiếp)	(Không có topic kỹ thuật trực tiếp)	21130612.0	21130219.0	Hướng dẫn user - Hướng dẫn admin - Chụp màn hình	MEDIUM	10.0	a8eb1192-3e81-42e8-9f69-8483736af936	21130601				
Chuẩn bị demo website hoàn chỉnh	CRITICAL	Kiểm tra toàn bộ các tính năng, đảm bảo website hoạt động ổn định và sẵn sàng cho buổi báo cáo cuối kì.	2025-06-03	2025-06-07	14d6b9c2-92f2-4ebb-8ef6-fa89a0233449	TODO	PRACTICE	Java, JSP, JDBC, JDBI, HTML, CSS, JS	Java, JSP, JDBC, JDBI, HTML, CSS, JS	21130219.0	21130601.0	Test chức năng - Fix bugs - Tối ưu hiệu suất	HIGH	10.0	a8eb1192-3e81-42e8-9f69-8483736af936	21130601				
Khảo sát thị trường đặt đồ ăn & đối thủ	MAJOR	Nghiên cứu các ứng dụng GrabFood, Now, Baemin để hiểu mô hình, tính năng, và các điểm nổi bật.	2025-03-10	2025-03-15	bbfddaeb-dea5-4178-b067-e0fa8812c338	DONE	THEORY	Research	Research	21130363.0	21130175.0	Phân tích đối thủ - Thu thập feedback - Đánh giá UX	LOW	1.0	80bc4a94-2ad4-44e8-bc20-8e76a44864e5	21130363				
Xác định các vai trò và quyền hạn	MAJOR	Xác định vai trò người dùng (khách hàng, nhà hàng, tài xế, admin) và phân quyền chi tiết cho từng vai trò.	2025-03-12	2025-03-18	bbfddaeb-dea5-4178-b067-e0fa8812c338	DONE	THEORY	Research	Research	21130175.0	21130171.0	Phân tích user story - Thiết lập vai trò - Ma trận quyền	MEDIUM	1.0	80bc4a94-2ad4-44e8-bc20-8e76a44864e5	21130363				
Lập kế hoạch dự án và phân công nhiệm vụ	MAJOR	Xác định phạm vi, mục tiêu và các mốc thời gian chính cho dự án, phân công nhiệm vụ cụ thể.	2025-03-15	2025-03-20	bbfddaeb-dea5-4178-b067-e0fa8812c338	DONE	THEORY	Research	Research	21130171.0	21130363.0	Xác định scope - Đặt mục tiêu - Phân công	MEDIUM	1.0	80bc4a94-2ad4-44e8-bc20-8e76a44864e5	21130363				
Thiết kế ERD cho nhà hàng & menu	CRITICAL	Xây dựng ERD cho bảng nhà hàng, món ăn, danh mục món ăn, tùy chọn món ăn, đánh giá nhà hàng.	2025-03-24	2025-03-30	d74cdee3-a4fc-44b4-bd90-1e53bec5cad1	DONE	PRACTICE	ERD	ERD	21130363.0	21130175.0	Xác định entities - Quan hệ bảng - Thiết kế khóa	HIGH	2.0	80bc4a94-2ad4-44e8-bc20-8e76a44864e5	21130363				
Thiết kế ERD cho đơn hàng & giao hàng	CRITICAL	Phát triển ERD cho bảng đơn hàng, chi tiết đơn hàng, trạng thái đơn hàng, thông tin giao hàng, tài xế.	2025-03-26	2025-04-02	d74cdee3-a4fc-44b4-bd90-1e53bec5cad1	DONE	PRACTICE	ERD	ERD	21130175.0	21130171.0	Xác định entities - Quan hệ bảng - Chuẩn hóa	HIGH	2.0	80bc4a94-2ad4-44e8-bc20-8e76a44864e5	21130363				
Chuẩn hóa CSDL và tối ưu truy vấn ban đầu	MAJOR	Áp dụng các dạng chuẩn và tối ưu hóa truy vấn cho các bảng liên quan đến nhà hàng và đơn hàng.	2025-03-29	2025-04-05	d74cdee3-a4fc-44b4-bd90-1e53bec5cad1	DONE	THEORY	ERD	ERD	21130171.0	21130363.0	Kiểm tra chuẩn 1NF - Kiểm tra chuẩn 2NF - Đánh giá hiệu suất	MEDIUM	2.0	80bc4a94-2ad4-44e8-bc20-8e76a44864e5	21130363				
Thiết kế giao diện trang danh sách nhà hàng	MAJOR	Tạo template hiển thị danh sách nhà hàng với thông tin, đánh giá, khoảng cách và bộ lọc theo loại món.	2025-04-07	2025-04-12	c4389934-e970-4cab-9330-2d517122d28d	DONE	PRACTICE	HTML, CSS, JS	HTML, CSS, JS	21130363.0	21130175.0	Wireframe - Mockup - Responsive design	MEDIUM	3.0	80bc4a94-2ad4-44e8-bc20-8e76a44864e5	21130363				
Thiết kế giao diện chọn món và giỏ hàng	MAJOR	Phác thảo giao diện cho phép người dùng chọn món, tùy chỉnh (thêm topping), xem giỏ hàng và tổng tiền.	2025-04-09	2025-04-15	c4389934-e970-4cab-9330-2d517122d28d	DONE	PRACTICE	HTML, CSS, JS	HTML, CSS, JS	21130175.0	21130171.0	Layout - Interaction - Input validation	MEDIUM	3.0	80bc4a94-2ad4-44e8-bc20-8e76a44864e5	21130363				
Thiết kế giao diện theo dõi đơn hàng	MAJOR	Xây dựng template cho trang theo dõi trạng thái đơn hàng (chuẩn bị, đang giao, đã giao) và thông tin tài xế.	2025-04-12	2025-04-19	c4389934-e970-4cab-9330-2d517122d28d	DONE	PRACTICE	HTML, CSS, JS	HTML, CSS, JS	21130171.0	21130363.0	Live tracking - Status updates - Map integration	MEDIUM	3.0	80bc4a94-2ad4-44e8-bc20-8e76a44864e5	21130363				
Chuẩn bị tài liệu báo cáo giữa kì	MAJOR	Tổng hợp kết quả làm việc từ sprint 1-3, viết tài liệu báo cáo đầy đủ theo yêu cầu.	2025-04-20	2025-04-24	9000c302-d92f-436d-a59e-c1de271cbe87	DONE	THEORY	Document	Document	21130363.0	21130175.0	Tổng hợp - Viết báo cáo - Chỉnh sửa	MEDIUM	4.0	80bc4a94-2ad4-44e8-bc20-8e76a44864e5	21130363				
Chuẩn bị demo luồng đặt món cơ bản	MAJOR	Demo quy trình chọn nhà hàng, chọn món, thêm giỏ hàng, và xem trạng thái ban đầu cho báo cáo giữa kì.	2025-04-22	2025-04-26	9000c302-d92f-436d-a59e-c1de271cbe87	DONE	PRACTICE			21130175.0	21130171.0	Setup môi trường - Test demo - Chuẩn bị kịch bản	MEDIUM	4.0	80bc4a94-2ad4-44e8-bc20-8e76a44864e5	21130363				
Hiện thực module đăng ký/đăng nhập & vai trò	CRITICAL	Xây dựng chức năng đăng ký, đăng nhập cho các vai trò (khách hàng, nhà hàng, tài xế) và quản lý session.	2025-04-27	2025-05-01	02d28358-9e5a-4b65-9f56-bac4a0bffc34	INPROCESS	PRACTICE	Java, JSP	Java, JSP	21130171.0	21130363.0	Form đăng ký - Logic đăng nhập - Quản lý session	HIGH	5.0	80bc4a94-2ad4-44e8-bc20-8e76a44864e5	21130363				
Ứng dụng Session cho người dùng & giỏ hàng	MAJOR	Sử dụng session để lưu trữ trạng thái đăng nhập, thông tin người dùng và giỏ hàng.	2025-04-28	2025-05-03	02d28358-9e5a-4b65-9f56-bac4a0bffc34	INPROCESS	PRACTICE	Java, JSP	Java, JSP	21130363.0	21130175.0	Khởi tạo session - Lưu dữ liệu - Hủy session	MEDIUM	5.0	80bc4a94-2ad4-44e8-bc20-8e76a44864e5	21130363				
Xây dựng phân quyền chi tiết	MAJOR	Thiết lập các vai trò (khách hàng, nhà hàng, tài xế, admin) và chặn truy cập vào các trang không có quyền.	2025-04-30	2025-05-03	02d28358-9e5a-4b65-9f56-bac4a0bffc34	TODO	PRACTICE	Java, JSP, JDBI	Java, JSP, JDBI	21130175.0	21130171.0	Tạo middleware - Kiểm tra quyền - Chuyển hướng	MEDIUM	5.0	80bc4a94-2ad4-44e8-bc20-8e76a44864e5	21130363				
Hiện thực chức năng tìm kiếm & lọc nhà hàng/món ăn	MAJOR	Phát triển chức năng tìm kiếm nhà hàng theo tên, địa điểm và lọc món ăn theo loại.	2025-05-04	2025-05-07	5b1751c1-f7f6-42f3-b556-2db391f9527a	INPROCESS	PRACTICE	Java, JSP, JDBI	Java, JSP, JDBI	21130363.0	21130175.0	Query DB - Xây dựng bộ lọc - Hiển thị kết quả	MEDIUM	6.0	80bc4a94-2ad4-44e8-bc20-8e76a44864e5	21130363				
Xây dựng trang món ăn bán chạy/phổ biến	MAJOR	Hiện thực logic hiển thị các món ăn được đặt nhiều nhất hoặc các món ăn nổi bật của nhà hàng.	2025-05-06	2025-05-09	5b1751c1-f7f6-42f3-b556-2db391f9527a	TODO	PRACTICE	HTML, CSS, JS	HTML, CSS, JS	21130175.0	21130171.0	Logic truy vấn - Thiết kế UI - Tối ưu hiệu suất	MEDIUM	6.0	80bc4a94-2ad4-44e8-bc20-8e76a44864e5	21130363				
Hiện thực giao diện Admin/Nhà hàng quản lý menu	CRITICAL	Xây dựng trang admin/nhà hàng để thêm, sửa, xóa món ăn, quản lý danh mục và tùy chọn món.	2025-05-08	2025-05-10	5b1751c1-f7f6-42f3-b556-2db391f9527a	TODO	PRACTICE	HTML, CSS, JS	HTML, CSS, JS	21130171.0	21130363.0	Form thêm/sửa - Logic xử lý - Upload ảnh món ăn	HIGH	6.0	80bc4a94-2ad4-44e8-bc20-8e76a44864e5	21130363				
Lưu giỏ hàng trong session và database	MAJOR	Hiện thực tính năng thêm món ăn vào giỏ hàng và lưu trữ thông tin trong session, đồng bộ với DB khi đăng nhập.	2025-05-11	2025-05-14	8bace90b-9f85-46b3-9411-8e098ba21c6e	INPROCESS	PRACTICE	Java, JSP	Java, JSP	21130363.0	21130175.0	Thêm vào giỏ - Cập nhật số lượng - Xóa khỏi giỏ	MEDIUM	7.0	80bc4a94-2ad4-44e8-bc20-8e76a44864e5	21130363				
Phân biệt các tùy chọn món ăn trong giỏ hàng	MAJOR	Xử lý logic khi thêm món ăn với các tùy chọn khác nhau (kích cỡ, topping, đường/đá) vào giỏ hàng.	2025-05-13	2025-05-17	8bace90b-9f85-46b3-9411-8e098ba21c6e	TODO	PRACTICE	Java, JSP, HTML, CSS, JS	Java, JSP, HTML, CSS, JS	21130175.0	21130171.0	Logic so sánh - Hiển thị chi tiết tùy chọn - Tổng tiền	MEDIUM	7.0	80bc4a94-2ad4-44e8-bc20-8e76a44864e5	21130363				
Hiện thực cách tính tiền cho đơn hàng đồ ăn	CRITICAL	Xây dựng logic tính toán tổng tiền cho các đơn hàng, bao gồm giá món, phí ship, mã giảm giá, thuế.	2025-05-18	2025-05-21	55737e22-cac3-411e-96a1-b5b1a1488b61	INPROCESS	PRACTICE	HTML, CSS, JS	HTML, CSS, JS	21130171.0	21130363.0	Cộng món ăn - Áp dụng voucher - Tính phí ship	HIGH	8.0	80bc4a94-2ad4-44e8-bc20-8e76a44864e5	21130363				
Hiển thị lịch sử đơn hàng & theo dõi trạng thái	MAJOR	Phát triển trang để người dùng có thể xem lại các đơn hàng đã đặt, theo dõi trạng thái hiện tại (live tracking).	2025-05-20	2025-05-24	55737e22-cac3-411e-96a1-b5b1a1488b61	TODO	PRACTICE	HTML, CSS, JS	HTML, CSS, JS	21130363.0	21130175.0	Truy vấn đơn hàng - Hiển thị timeline - Cập nhật trạng thái	MEDIUM	8.0	80bc4a94-2ad4-44e8-bc20-8e76a44864e5	21130363				
Quản lý & cập nhật trạng thái đơn hàng (Nhà hàng/Admin)	CRITICAL	Xây dựng giao diện cho nhà hàng/admin để quản lý, cập nhật trạng thái đơn hàng (tiếp nhận, chuẩn bị, sẵn sàng giao).	2025-05-22	2025-05-24	55737e22-cac3-411e-96a1-b5b1a1488b61	TODO	PRACTICE	Java, JSP	Java, JSP	21130175.0	21130171.0	Bảng đơn hàng - Chức năng update - Gửi thông báo	HIGH	8.0	80bc4a94-2ad4-44e8-bc20-8e76a44864e5	21130363				
Tích hợp cổng thanh toán trực tuyến	CRITICAL	Nghiên cứu và tích hợp một hoặc nhiều cổng thanh toán (ví dụ: Momo, VNPay) cho hệ thống.	2025-05-25	2025-05-28	00f6f2eb-2153-40a6-b2f3-8f4837ba3a3c	INPROCESS	PRACTICE	Java, JSP	Java, JSP	21130171.0	21130363.0	Nghiên cứu API - Triển khai - Test thanh toán	HIGH	9.0	80bc4a94-2ad4-44e8-bc20-8e76a44864e5	21130363				
Chức năng đánh giá nhà hàng & món ăn	MAJOR	Hiện thực tính năng cho phép người dùng đánh giá và bình luận về nhà hàng và từng món ăn.	2025-05-27	2025-05-31	00f6f2eb-2153-40a6-b2f3-8f4837ba3a3c	TODO	PRACTICE	Java, JSP	Java, JSP	21130363.0	21130175.0	Form đánh giá - Hiển thị review - Phân loại sao	MEDIUM	9.0	80bc4a94-2ad4-44e8-bc20-8e76a44864e5	21130363				
Chuẩn bị tài liệu hướng dẫn sử dụng & quản trị	MAJOR	Viết tài liệu chi tiết hướng dẫn người dùng cuối, nhà hàng và quản trị viên sử dụng nền tảng.	2025-06-01	2025-06-04	14d6b9c2-92f2-4ebb-8ef6-fa89a0233449	INPROCESS	THEORY	Document	Document	21130175.0	21130171.0	Hướng dẫn user - Hướng dẫn admin/nhà hàng - Chụp màn hình	MEDIUM	10.0	80bc4a94-2ad4-44e8-bc20-8e76a44864e5	21130363				
Chuẩn bị demo website hoàn chỉnh	CRITICAL	Kiểm tra toàn bộ các tính năng, đảm bảo website hoạt động ổn định và sẵn sàng cho buổi báo cáo cuối kì.	2025-06-03	2025-06-07	14d6b9c2-92f2-4ebb-8ef6-fa89a0233449	TODO	PRACTICE	Document	Document	21130171.0	21130363.0	Test chức năng - Fix bugs - Tối ưu hiệu suất	HIGH	10.0	80bc4a94-2ad4-44e8-bc20-8e76a44864e5	21130363				
Khảo sát các loại cây cảnh phổ biến & nhu cầu	MAJOR	Thu thập thông tin về các loại cây cảnh, đặc điểm, cách chăm sóc, giá cả, và nhu cầu thị trường.	2025-03-10	2025-03-15	bbfddaeb-dea5-4178-b067-e0fa8812c338	DONE	THEORY	product-knowledge-market-research	Research	22130001.0	20130196.0	Phân loại cây - Thu thập thông tin - Phân tích đối thủ	LOW	1.0	f27d5a34-ecc1-4c32-8fd9-44615cbbed19	22130001				
Nghiên cứu yêu cầu về thông tin chi tiết cây	MAJOR	Xác định những thông tin cần hiển thị cho mỗi loại cây (ánh sáng, nước, đất, phân bón, sâu bệnh).	2025-03-12	2025-03-18	bbfddaeb-dea5-4178-b067-e0fa8812c338	DONE	THEORY	requirement-gathering	Research	20130196.0	21130004.0	Phỏng vấn chuyên gia - Tổng hợp yêu cầu - Thiết kế schema	MEDIUM	1.0	f27d5a34-ecc1-4c32-8fd9-44615cbbed19	22130001				
Lập kế hoạch dự án và phân công nhiệm vụ	MAJOR	Xác định phạm vi, mục tiêu và các mốc thời gian chính cho dự án, phân công nhiệm vụ cụ thể.	2025-03-15	2025-03-20	bbfddaeb-dea5-4178-b067-e0fa8812c338	DONE	THEORY	planning	Document	21130004.0	22130001.0	Xác định scope - Đặt mục tiêu - Phân công	MEDIUM	1.0	f27d5a34-ecc1-4c32-8fd9-44615cbbed19	22130001				
Thiết kế ERD cho cây cảnh & vật tư	CRITICAL	Xây dựng ERD cho bảng cây cảnh, hạt giống, vật tư nông nghiệp, danh mục, thuộc tính.	2025-03-24	2025-03-30	d74cdee3-a4fc-44b4-bd90-1e53bec5cad1	DONE	PRACTICE	database-design	Database, ERD	22130001.0	20130196.0	Xác định entities - Quan hệ bảng - Thiết kế khóa	HIGH	2.0	f27d5a34-ecc1-4c32-8fd9-44615cbbed19	22130001				
Thiết kế ERD cho hướng dẫn chăm sóc & bài viết	CRITICAL	Phát triển ERD để lưu trữ thông tin hướng dẫn chăm sóc chi tiết, bài viết, và mẹo trồng cây.	2025-03-26	2025-04-02	d74cdee3-a4fc-44b4-bd90-1e53bec5cad1	DONE	PRACTICE	database-design	Database, ERD	20130196.0	21130004.0	Xác định entities - Quan hệ bảng - Chuẩn hóa	HIGH	2.0	f27d5a34-ecc1-4c32-8fd9-44615cbbed19	22130001				
Chuẩn hóa CSDL và tối ưu truy vấn ban đầu	MAJOR	Áp dụng các dạng chuẩn và tối ưu hóa truy vấn cho các bảng liên quan đến cây cảnh và thông tin.	2025-03-29	2025-04-05	d74cdee3-a4fc-44b4-bd90-1e53bec5cad1	DONE	THEORY	database-normalization-optimization	Database, ERD	21130004.0	22130001.0	Kiểm tra chuẩn 1NF - Kiểm tra chuẩn 2NF - Đánh giá hiệu suất	MEDIUM	2.0	f27d5a34-ecc1-4c32-8fd9-44615cbbed19	22130001				
Thiết kế giao diện trang chi tiết cây cảnh	MAJOR	Tạo template hiển thị đầy đủ thông tin, hình ảnh, hướng dẫn chăm sóc, và đánh giá cho cây.	2025-04-07	2025-04-12	c4389934-e970-4cab-9330-2d517122d28d	DONE	PRACTICE	ui-design	HTML, CSS, JS	22130001.0	20130196.0	Wireframe - Mockup - Responsive design	MEDIUM	3.0	f27d5a34-ecc1-4c32-8fd9-44615cbbed19	22130001				
